I
1130 Generated by WorldEditor 2.4.0r2

1    819 0 0 KHFY Indy South Greenwood
1302 city Indianapolis
112  39.63277966 -086.08980665  39.63277949 -086.08973702
111  39.63269438 -086.08975376
111  39.63269381 -086.09012854
111  39.63257339 -086.09013010
112  39.63252866 -086.09015093  39.63252367 -086.09017224
111  39.63252866 -086.09015093
111  39.63252863 -086.09027318
113  39.63249228 -086.09027305
111  39.63390848 -086.08969693
112  39.63395418 -086.08965547  39.63395394 -086.08961310
112  39.63395335 -086.08958403  39.63395333 -086.08954740
113  39.63390970 -086.08954572
111  39.63391034 -086.08928351
112  39.63395671 -086.08925008  39.63395750 -086.08921204
112  39.63395682 -086.08917484  39.63395634 -086.08913999
113  39.63391116 -086.08913655
111  39.63391137 -086.08908296
112  39.63395873 -086.08904334  39.63395879 -086.08900348
112  39.63395836 -086.08897571  39.63395742 -086.08892722
113  39.63391300 -086.08893115
111  39.63391281 -086.08888343
112  39.63395929 -086.08883647  39.63395914 -086.08879195
112  39.63395886 -086.08876232  39.63395913 -086.08872677
113  39.63391266 -086.08872923
111  39.63382405 -086.08862322
112  39.63374815 -086.08866315  39.63374725 -086.08871057
112  39.63374743 -086.08873231  39.63374737 -086.08878551
113  39.63382284 -086.08878235
111  39.63382283 -086.08883047
112  39.63375171 -086.08886665  39.63375061 -086.08891030
112  39.63374941 -086.08893703  39.63374773 -086.08899067
113  39.63382186 -086.08898357
111  39.63382266 -086.08903203
112  39.63374640 -086.08907472  39.63374561 -086.08912911
112  39.63374557 -086.08913846  39.63374428 -086.08918639
113  39.63382283 -086.08918418
111  39.63382110 -086.08923514
112  39.63374698 -086.08927620  39.63374512 -086.08932665
112  39.63374624 -086.08934577  39.63374672 -086.08939797
113  39.63381947 -086.08938525
112  39.63374474 -086.08948666  39.63374300 -086.08954317
112  39.63374379 -086.08954538  39.63374299 -086.08960192
111  39.63382104 -086.08958868
113  39.63382199 -086.08944053
112  39.63374454 -086.08977461  39.63374395 -086.08981004
111  39.63381767 -086.08980573
111  39.63381899 -086.08964995
114  39.63374572 -086.08969651  39.63374390 -086.08975587
111  39.63361431 -086.08982063
112  39.63368405 -086.08977728  39.63368486 -086.08972237
112  39.63368479 -086.08969504  39.63368359 -086.08966011
113  39.63361397 -086.08966169
111  39.63361449 -086.08960699
112  39.63368655 -086.08957765  39.63368745 -086.08954571
112  39.63368786 -086.08949469  39.63368636 -086.08943999
113  39.63361196 -086.08944916
111  39.63361518 -086.08939993
112  39.63368934 -086.08935192  39.63368974 -086.08930141
112  39.63369085 -086.08927979  39.63369346 -086.08922264
113  39.63361757 -086.08923405
111  39.63361551 -086.08918428
112  39.63368848 -086.08914825  39.63369001 -086.08911118
112  39.63369078 -086.08906583  39.63369004 -086.08902045
113  39.63361768 -086.08902165
111  39.63361791 -086.08897101
112  39.63368920 -086.08893409  39.63369139 -086.08889189
112  39.63369132 -086.08885971  39.63369194 -086.08880096
113  39.63361704 -086.08881312
111  39.63361716 -086.08876181
112  39.63369112 -086.08871670  39.63369033 -086.08866693
111  39.63369112 -086.08871670
111  39.63368899 -086.08853838
112  39.63368899 -086.08853838  39.63366462 -086.08846505
112  39.63362401 -086.08844979  39.63360331 -086.08844812
111  39.63362401 -086.08844979
111  39.63351075 -086.08845586
112  39.63351075 -086.08845586  39.63348581 -086.08846619
112  39.63346961 -086.08849168  39.63346123 -086.08850623
111  39.63346961 -086.08849168
112  39.63346961 -086.08849168  39.63343839 -086.08854582
112  39.63346129 -086.08863638  39.63347124 -086.08865728
111  39.63351362 -086.08865298
111  39.63351409 -086.08859129
113  39.63361961 -086.08859449
111  39.63351413 -086.08870436
112  39.63345147 -086.08873464  39.63344652 -086.08877738
112  39.63345011 -086.08882401  39.63344836 -086.08886835
113  39.63351519 -086.08886034
111  39.63351402 -086.08891767
112  39.63344751 -086.08895687  39.63344541 -086.08900509
112  39.63344647 -086.08902950  39.63344665 -086.08907624
111  39.63344647 -086.08902950
112  39.63344647 -086.08902950  39.63344591 -086.08908752
113  39.63351356 -086.08907796
111  39.63351338 -086.08912283
112  39.63344439 -086.08917092  39.63344348 -086.08922534
112  39.63344514 -086.08924851  39.63344617 -086.08929734
113  39.63351239 -086.08928821
111  39.63351323 -086.08934474
112  39.63344779 -086.08937599  39.63344629 -086.08941858
112  39.63344728 -086.08946843  39.63344670 -086.08950951
113  39.63351189 -086.08950599
111  39.63350941 -086.08955163
112  39.63344697 -086.08958863  39.63344451 -086.08963324
112  39.63344603 -086.08968003  39.63344630 -086.08972318
113  39.63350897 -086.08971291
111  39.63290800 -086.08965608
111  39.63286803 -086.08965522
112  39.63286803 -086.08965522  39.63285477 -086.08965955
112  39.63283864 -086.08968976  39.63283317 -086.08970678
111  39.63283864 -086.08968976
111  39.63283800 -086.08978945
112  39.63283800 -086.08978945  39.63283877 -086.08982537
111  39.63286560 -086.08983536
113  39.63290723 -086.08983421
111  39.63292104 -086.08944251
112  39.63284120 -086.08948397  39.63283987 -086.08953529
112  39.63283958 -086.08955509  39.63283916 -086.08961029
113  39.63291966 -086.08960487
111  39.63292161 -086.08923194
112  39.63284297 -086.08926761  39.63284187 -086.08931173
112  39.63284122 -086.08933607  39.63284024 -086.08939455
111  39.63284122 -086.08933607
112  39.63284122 -086.08933607  39.63284150 -086.08940232
113  39.63291990 -086.08939107
111  39.63292288 -086.08901994
112  39.63284270 -086.08906833  39.63284152 -086.08913209
111  39.63284270 -086.08906833
112  39.63284291 -086.08913563  39.63284577 -086.08918998
111  39.63284291 -086.08913563
112  39.63284291 -086.08913563  39.63284310 -086.08918278
113  39.63292158 -086.08917614
111  39.63292424 -086.08880661
112  39.63284597 -086.08884093  39.63284352 -086.08888942
112  39.63284575 -086.08892277  39.63284814 -086.08897231
113  39.63292252 -086.08896533
111  39.63302838 -086.08864587
112  39.63309243 -086.08861720  39.63310256 -086.08858221
111  39.63309243 -086.08861720
112  39.63309243 -086.08861720  39.63309763 -086.08859363
112  39.63308291 -086.08850754  39.63306643 -086.08848262
112  39.63301726 -086.08846390  39.63298288 -086.08845986
111  39.63301726 -086.08846390
112  39.63290020 -086.08847407  39.63286479 -086.08849233
111  39.63284736 -086.08855090
112  39.63285320 -086.08873261  39.63286578 -086.08876071
111  39.63292479 -086.08875054
111  39.63292342 -086.08858946
113  39.63302823 -086.08859159
111  39.63302502 -086.08886297
112  39.63309350 -086.08882005  39.63309293 -086.08876972
112  39.63309289 -086.08873754  39.63309248 -086.08868914
113  39.63302786 -086.08869643
111  39.63302277 -086.08907701
112  39.63309354 -086.08903664  39.63309475 -086.08899390
112  39.63309425 -086.08895365  39.63309367 -086.08889986
113  39.63302433 -086.08891110
111  39.63302244 -086.08928547
112  39.63308491 -086.08926854  39.63309788 -086.08924678
112  39.63308268 -086.08913466  39.63306880 -086.08911838
113  39.63302391 -086.08911998
111  39.63302165 -086.08949877
112  39.63308280 -086.08947958  39.63309932 -086.08945580
111  39.63308280 -086.08947958
112  39.63308280 -086.08947958  39.63309105 -086.08946769
112  39.63309240 -086.08938491  39.63309261 -086.08932675
113  39.63302169 -086.08933373
111  39.63302043 -086.08966032
111  39.63309076 -086.08966093
112  39.63308433 -086.08957000  39.63307349 -086.08954246
113  39.63302113 -086.08954909
111  39.63321894 -086.08965571
112  39.63314687 -086.08969059  39.63314625 -086.08973346
112  39.63314786 -086.08977450  39.63314946 -086.08982550
113  39.63321736 -086.08981923
111  39.63321950 -086.08944476
112  39.63314894 -086.08948692  39.63314649 -086.08954321
112  39.63314913 -086.08956964  39.63315047 -086.08961129
113  39.63321938 -086.08960439
111  39.63322348 -086.08923306
112  39.63314974 -086.08927376  39.63314627 -086.08932952
112  39.63315016 -086.08935810  39.63315311 -086.08939544
113  39.63321981 -086.08939208
111  39.63322259 -086.08901718
112  39.63315068 -086.08906110  39.63314684 -086.08911639
112  39.63314921 -086.08913558  39.63315003 -086.08917821
113  39.63322217 -086.08918256
111  39.63322127 -086.08881197
112  39.63315426 -086.08884286  39.63315169 -086.08888651
112  39.63315159 -086.08892513  39.63315309 -086.08897501
113  39.63322157 -086.08896709
111  39.63322124 -086.08858811
111  39.63332312 -086.08859021
111  39.63332295 -086.08864903
112  39.63338791 -086.08863107  39.63339481 -086.08860757
112  39.63338439 -086.08851832  39.63337695 -086.08850017
112  39.63332383 -086.08846278  39.63330909 -086.08845560
112  39.63320705 -086.08846718  39.63318979 -086.08847758
112  39.63315391 -086.08856698  39.63315028 -086.08863537
112  39.63316198 -086.08874129  39.63317891 -086.08876457
113  39.63322235 -086.08875693
111  39.63332183 -086.08885747
112  39.63338337 -086.08884442  39.63339328 -086.08882522
112  39.63338415 -086.08872347  39.63337130 -086.08869891
113  39.63332286 -086.08869927
111  39.63332139 -086.08907244
112  39.63338661 -086.08904744  39.63338730 -086.08901972
112  39.63337943 -086.08893087  39.63336384 -086.08890776
113  39.63331968 -086.08891572
111  39.63331780 -086.08928733
112  39.63338580 -086.08924807  39.63338732 -086.08920548
112  39.63338426 -086.08915775  39.63337898 -086.08911752
113  39.63332223 -086.08912771
111  39.63331810 -086.08949902
112  39.63338594 -086.08946770  39.63338589 -086.08943379
112  39.63338322 -086.08937021  39.63337320 -086.08933957
113  39.63331795 -086.08934357
111  39.63331724 -086.08971448
112  39.63338284 -086.08968003  39.63338347 -086.08963691
112  39.63338409 -086.08958554  39.63338378 -086.08954443
113  39.63331882 -086.08954992
111  39.63259114 -086.08986043
112  39.63252805 -086.08989261  39.63252142 -086.08993536
111  39.63252805 -086.08989261
112  39.63254790 -086.08992250  39.63257373 -086.08992312
111  39.63254790 -086.08992250
113  39.63259145 -086.08992273
111  39.63259670 -086.08964645
112  39.63252819 -086.08968416  39.63252705 -086.08972653
112  39.63252731 -086.08976712  39.63252824 -086.08981710
113  39.63259574 -086.08980519
111  39.63259745 -086.08943514
112  39.63252861 -086.08946792  39.63252614 -086.08950993
112  39.63252905 -086.08956482  39.63253185 -086.08960025
113  39.63259733 -086.08959355
111  39.63260019 -086.08922270
112  39.63252909 -086.08925839  39.63252699 -086.08930332
112  39.63252846 -086.08934760  39.63253024 -086.08939410
113  39.63259833 -086.08938405
111  39.63260331 -086.08900922
112  39.63252688 -086.08904721  39.63252608 -086.08909270
112  39.63252659 -086.08912337  39.63252798 -086.08918090
113  39.63260137 -086.08917040
111  39.63260463 -086.08879604
112  39.63252696 -086.08883816  39.63252378 -086.08888763
111  39.63252374 -086.08892296
112  39.63252374 -086.08892296  39.63253322 -086.08897201
113  39.63260519 -086.08895659
111  39.63260459 -086.08858221
111  39.63270805 -086.08858272
111  39.63270763 -086.08864164
111  39.63276056 -086.08864146
112  39.63276056 -086.08864146  39.63278015 -086.08864146
112  39.63279081 -086.08857673  39.63279158 -086.08854325
112  39.63274821 -086.08848551  39.63271596 -086.08846166
111  39.63262670 -086.08846610
112  39.63254201 -086.08851355  39.63251374 -086.08857992
112  39.63252967 -086.08871825  39.63253780 -086.08875447
113  39.63260570 -086.08874572
111  39.63270602 -086.08885550
112  39.63278875 -086.08881582  39.63279002 -086.08876628
112  39.63278974 -086.08874197  39.63279068 -086.08868583
113  39.63270834 -086.08869262
111  39.63270370 -086.08906439
112  39.63278789 -086.08901373  39.63278853 -086.08895223
112  39.63278906 -086.08895386  39.63278860 -086.08889451
113  39.63270620 -086.08890478
111  39.63270091 -086.08927733
112  39.63278446 -086.08923538  39.63278582 -086.08918089
112  39.63278612 -086.08916551  39.63278728 -086.08910455
113  39.63270361 -086.08911370
111  39.63269994 -086.08949049
112  39.63278350 -086.08943931  39.63278373 -086.08937479
112  39.63278324 -086.08937416  39.63278123 -086.08932100
113  39.63270152 -086.08932935
111  39.63269684 -086.08970096
112  39.63278071 -086.08965841  39.63278209 -086.08960368
111  39.63278071 -086.08965841
112  39.63278071 -086.08965841  39.63278069 -086.08963089
112  39.63275305 -086.08954310  39.63271794 -086.08953518
111  39.63275305 -086.08954310
113  39.63269837 -086.08954369
112  39.63245473 -086.08879482  39.63243489 -086.08876144
111  39.63239699 -086.08875451
111  39.63223691 -086.08876325
112  39.63223691 -086.08876325  39.63219818 -086.08877471
111  39.63218790 -086.08883693
111  39.63218897 -086.08894542
111  39.63240269 -086.08894583
114  39.63246940 -086.08891517  39.63247010 -086.08888018
111  39.63209452 -086.08893886
111  39.63209433 -086.08884926
112  39.63207306 -086.08879986  39.63205486 -086.08877598
111  39.63202689 -086.08876923
112  39.63191681 -086.08877637  39.63187693 -086.08879887
111  39.63187061 -086.08884276
113  39.63187040 -086.08894486
111  39.63174920 -086.08894494
111  39.63174811 -086.08883416
112  39.63174811 -086.08883416  39.63174752 -086.08878441
111  39.63171216 -086.08877315
111  39.63152213 -086.08877534
112  39.63144897 -086.08884461  39.63144479 -086.08891288
111  39.63144897 -086.08884461
113  39.63145030 -086.08894484
111  39.63170724 -086.08987081
111  39.63170717 -086.08976874
111  39.63144763 -086.08976761
113  39.63144780 -086.08987336
111  39.63190679 -086.08986860
111  39.63205478 -086.08987113
111  39.63205490 -086.08976831
113  39.63190654 -086.08976920
111  39.63225549 -086.08989033
111  39.63239504 -086.08988894
112  39.63245332 -086.08983851  39.63245229 -086.08978278
111  39.63240156 -086.08978684
113  39.63225604 -086.08978828
111  39.63390999 -086.08949017
112  39.63395494 -086.08944462  39.63395602 -086.08939761
112  39.63395637 -086.08938649  39.63395689 -086.08934521
113  39.63391110 -086.08934161
111  39.63406060 -086.08887079
111  39.63406095 -086.08872546
112  39.63401690 -086.08876205  39.63401454 -086.08879370
114  39.63401554 -086.08883506  39.63401492 -086.08886615
111  39.63414438 -086.08878191
112  39.63419558 -086.08874301  39.63419658 -086.08869759
112  39.63419678 -086.08865633  39.63419657 -086.08861690
113  39.63414256 -086.08862091
111  39.63437499 -086.08898010
112  39.63440934 -086.08891789  39.63441060 -086.08886053
111  39.63436398 -086.08885871
111  39.63426947 -086.08885925
112  39.63423583 -086.08892240  39.63423753 -086.08897439
113  39.63427613 -086.08898220
111  39.63437834 -086.08880912
112  39.63440845 -086.08874101  39.63440897 -086.08868785
111  39.63437612 -086.08867965
111  39.63427072 -086.08868032
112  39.63424009 -086.08874250  39.63423887 -086.08879818
113  39.63426851 -086.08881024
111  39.63436559 -086.08862847
112  39.63440254 -086.08859008  39.63441575 -086.08854668
111  39.63440254 -086.08859008
112  39.63440254 -086.08859008  39.63440820 -086.08857281
112  39.63439575 -086.08849747  39.63438147 -086.08846427
111  39.63439575 -086.08849747
112  39.63439575 -086.08849747  39.63438037 -086.08846775
112  39.63433408 -086.08844020  39.63428784 -086.08843213
111  39.63433408 -086.08844020
111  39.63429569 -086.08844100
112  39.63429569 -086.08844100  39.63426278 -086.08845360
112  39.63423898 -086.08855184  39.63423983 -086.08861753
111  39.63423898 -086.08855184
112  39.63423898 -086.08855184  39.63423921 -086.08862756
113  39.63427209 -086.08862859
111  39.63419625 -086.08855487
111  39.63419241 -086.08849998
112  39.63419241 -086.08849998  39.63418441 -086.08845263
111  39.63413401 -086.08843912
111  39.63406907 -086.08843962
112  39.63406907 -086.08843962  39.63401463 -086.08849824
111  39.63401567 -086.08853640
111  39.63401567 -086.08862571
112  39.63401567 -086.08862571  39.63402098 -086.08868089
111  39.63406177 -086.08867510
111  39.63406177 -086.08851645
111  39.63414554 -086.08851795
111  39.63414515 -086.08858317
111  39.63417923 -086.08858222
114  39.63417923 -086.08858222  39.63419657 -086.08858078
111  39.63392873 -086.08867745
112  39.63392873 -086.08867745  39.63395008 -086.08867601
111  39.63395927 -086.08863923
111  39.63395972 -086.08852083
112  39.63395972 -086.08852083  39.63395794 -086.08850408
111  39.63394478 -086.08848634
112  39.63394478 -086.08848634  39.63390120 -086.08844736
111  39.63388112 -086.08844365
112  39.63388112 -086.08844365  39.63381130 -086.08844625
111  39.63381033 -086.08845257
112  39.63381033 -086.08845257  39.63375654 -086.08849706
112  39.63374892 -086.08854525  39.63374796 -086.08857228
111  39.63376496 -086.08857040
111  39.63382693 -086.08857255
111  39.63382748 -086.08852083
111  39.63391380 -086.08852154
113  39.63391325 -086.08867816
110 1 0.00 0.0 Old FBO Ramp
111  39.63452034 -086.08817673
111  39.63452006 -086.08829083
112  39.63452006 -086.08829083  39.63452230 -086.08832492
111  39.63455815 -086.08833778
111  39.63458304 -086.08833598
112  39.63458304 -086.08833598  39.63461090 -086.08833348
111  39.63461809 -086.08829407
111  39.63461901 -086.08817912
111  39.63465774 -086.08817732
111  39.63465728 -086.08830126
112  39.63465728 -086.08830126  39.63465783 -086.08833646
111  39.63468540 -086.08834376
111  39.63489058 -086.08834316
111  39.63489205 -086.08853943
111  39.63489217 -086.08855587
111  39.63477411 -086.08855620
111  39.63474630 -086.08855628
111  39.63456352 -086.08855680
111  39.63448116 -086.08855703
111  39.63448035 -086.08833060
113  39.63448144 -086.08817689
110 1 0.25 7.6 Taxiway Alpha (North)
111  39.63090947 -086.08825893 102
111  39.63110096 -086.08822767 102
112  39.63124189 -086.08815397  39.63126583 -086.08812462
111  39.63124189 -086.08815397
112  39.63124189 -086.08815397  39.63128667 -086.08809908 102
112  39.63130263 -086.08800143  39.63130648 -086.08793474
111  39.63130263 -086.08800143 102
111  39.63127203 -086.08773581
112  39.63127203 -086.08773581  39.63123441 -086.08764688 102
112  39.63115492 -086.08758235  39.63111959 -086.08756122
111  39.63115492 -086.08758235
112  39.63115492 -086.08758235  39.63111791 -086.08756022
111  39.63109057 -086.08756252
111  39.63152780 -086.08748422
112  39.63152780 -086.08748422  39.63149480 -086.08750225
112  39.63144991 -086.08755131  39.63143041 -086.08757672
111  39.63144991 -086.08755131
112  39.63144991 -086.08755131  39.63139028 -086.08762898 102
111  39.63138551 -086.08772307 102
111  39.63141539 -086.08799379
112  39.63141539 -086.08799379  39.63145678 -086.08811693 102
111  39.63154822 -086.08811619 102
111  39.63191254 -086.08808068 102
111  39.63359247 -086.08779623 102
111  39.63413106 -086.08767242
112  39.63413106 -086.08767242  39.63425300 -086.08762294 102
111  39.63424811 -086.08748084
112  39.63424811 -086.08748084  39.63423598 -086.08730875 102
111  39.63422468 -086.08727037 102
112  39.63416846 -086.08713892  39.63412052 -086.08707379
111  39.63416846 -086.08713892
112  39.63416846 -086.08713892  39.63414795 -086.08711106 102
112  39.63409715 -086.08707778  39.63407317 -086.08706427
111  39.63409715 -086.08707778
112  39.63409715 -086.08707778  39.63406506 -086.08705970
111  39.63403806 -086.08705284
111  39.63429870 -086.08700688
111  39.63431574 -086.08716057
112  39.63431574 -086.08716057  39.63434209 -086.08739875 102
112  39.63438991 -086.08784497  39.63439005 -086.08785865
111  39.63438991 -086.08784497
112  39.63438991 -086.08784497  39.63439010 -086.08786388 102
112  39.63434486 -086.08806638  39.63429286 -086.08816395 102
111  39.63420724 -086.08819006
112  39.63420724 -086.08819006  39.63417619 -086.08820655 102
111  39.63396194 -086.08823071 102
112  39.63381021 -086.08830312  39.63381131 -086.08836548
111  39.63388929 -086.08837701
111  39.63353333 -086.08839110 102
112  39.63364578 -086.08832255  39.63368419 -086.08826696 102
111  39.63367556 -086.08813766
112  39.63367556 -086.08813766  39.63367429 -086.08804090 102
111  39.63365307 -086.08800604
112  39.63365307 -086.08800604  39.63360482 -086.08792500 102
111  39.63354777 -086.08792159 102
111  39.63153629 -086.08827152
112  39.63153629 -086.08827152  39.63153049 -086.08827258 102
111  39.63152568 -086.08827589
112  39.63152568 -086.08827589  39.63144597 -086.08834415 102
111  39.63144804 -086.08839573 102
111  39.63144823 -086.08849827
111  39.63135250 -086.08850041
112  39.63135250 -086.08850041  39.63135067 -086.08840620 102
112  39.63122941 -086.08832867  39.63116486 -086.08831844
111  39.63122941 -086.08832867
112  39.63122941 -086.08832867  39.63112277 -086.08834242 102
111  39.63103110 -086.08836039
112  39.63103110 -086.08836039  39.63099328 -086.08837695
111  39.63096435 -086.08842888
112  39.63096435 -086.08842888  39.63093497 -086.08849281
113  39.63094040 -086.08855783
110 1 0.25 7.6 Taxiway Alpha (South)
111  39.62967740 -086.08882599 102
112  39.62964522 -086.08872634  39.62961992 -086.08867837
111  39.62964522 -086.08872634
112  39.62964522 -086.08872634  39.62963259 -086.08870240 102
112  39.62959213 -086.08866417  39.62956888 -086.08864895
111  39.62959213 -086.08866417
112  39.62959213 -086.08866417  39.62957466 -086.08865273 102
112  39.62952888 -086.08864600  39.62950399 -086.08864630
111  39.62952888 -086.08864600 102
111  39.62854119 -086.08881874
112  39.62854119 -086.08881874  39.62853289 -086.08882051 102
112  39.62851587 -086.08882891  39.62850739 -086.08883386
111  39.62851587 -086.08882891
112  39.62851587 -086.08882891  39.62847086 -086.08885518 102
112  39.62843605 -086.08903818  39.62845649 -086.08914119
111  39.62843605 -086.08903818
111  39.62834515 -086.08905116 102
112  39.62829568 -086.08892134  39.62825154 -086.08886964
111  39.62829568 -086.08892134
112  39.62829568 -086.08892134  39.62827137 -086.08889287 102
112  39.62818185 -086.08887743  39.62812841 -086.08888245
111  39.62818185 -086.08887743 102
111  39.62192771 -086.08996527
112  39.62192771 -086.08996527  39.62190694 -086.08998079 102
112  39.62185360 -086.09002559  39.62183163 -086.09005070
111  39.62185360 -086.09002559
112  39.62185360 -086.09002559  39.62179619 -086.09010988 102
112  39.62169760 -086.09027896  39.62164952 -086.09032597
111  39.62169760 -086.09027896
112  39.62169760 -086.09027896  39.62163354 -086.09034160 102
111  39.62158756 -086.09034676
112  39.62158756 -086.09034676  39.62137441 -086.09038796 102
111  39.62128748 -086.09039318 102
112  39.62112814 -086.09030925  39.62105981 -086.09023352 102
111  39.62105556 -086.09014357 102
111  39.62098324 -086.08947210
111  39.62096600 -086.08931145
111  39.62125307 -086.08926371
112  39.62117640 -086.08932112  39.62113841 -086.08935870
111  39.62117640 -086.08932112
112  39.62117640 -086.08932112  39.62116074 -086.08933661 102
112  39.62113252 -086.08937649  39.62111985 -086.08939786
111  39.62113252 -086.08937649
112  39.62113252 -086.08937649  39.62108910 -086.08944970 102
111  39.62110251 -086.08957920 102
112  39.62112485 -086.08976414  39.62113152 -086.08980783
111  39.62112485 -086.08976414
112  39.62112485 -086.08976414  39.62113038 -086.08980301 102
112  39.62129200 -086.08989700  39.62140611 -086.08988847
111  39.62129200 -086.08989700
112  39.62129200 -086.08989700  39.62131169 -086.08989553 102
112  39.62160210 -086.08984180  39.62180953 -086.08980669
111  39.62160210 -086.08984180
112  39.62160210 -086.08984180  39.62259648 -086.08967348 102
111  39.62534039 -086.08919663 102
112  39.62541054 -086.08913377  39.62544559 -086.08908722 102
111  39.62544453 -086.08900663
112  39.62544453 -086.08900663  39.62543754 -086.08886283 102
111  39.62542442 -086.08878205 102
112  39.62537583 -086.08865467  39.62533948 -086.08860389
111  39.62537583 -086.08865467
